genes	Diff1	Diff2
SRF	0.076637309	0.076637309
SRFBP1	0.150926351	0.150926351
SRGAP1	-0.022654701	-0.022654701
SRGAP2	0.022892814	0.022892814
SRGAP3	0.198539581	0.198539581
SRGN	1.352825708	1.352825708
SRI	0.190253395	0.190253395
SRL	-0.0784934	-0.0784934
SRM	-0.432542694	-0.432542694
SRMS	0.050032126	0.050032126
SRP14	0.138327717	0.138327717
SRP19	-0.053016571	-0.053016571
SRP54	-0.09740169	-0.09740169
SRP68	-0.18189139	-0.18189139
SRP72	-0.183116689	-0.183116689
SRP9	-0.095208433	-0.095208433
SRPK1	-0.370965094	-0.370965094
SRPK2	-0.08870189	-0.08870189
SRPK3	-0.060643988	-0.060643988
SRPRA	-0.137055174	-0.137055174
SRPRB	-0.264998263	-0.264998263
SRPX	0.59152864	0.59152864
SRPX2	0.607698703	0.607698703
SRR	0.496077537	0.496077537
SRRD	0.057519895	0.057519895
SRRM1	-0.301161451	-0.301161451
SRRM2	-0.099899252	-0.099899252
SRRM3	-0.065538895	-0.065538895
SRRM4	0.012491832	0.012491832
SRRT	-0.194049018	-0.194049018
SRSF1	-0.230075404	-0.230075404
SRSF10	-0.327386344	-0.327386344
SRSF11	-0.2393821	-0.2393821
SRSF12	-0.016798208	-0.016798208
SRSF2	-0.128582832	-0.128582832
SRSF3	-0.184196629	-0.184196629
SRSF4	-0.130291239	-0.130291239
SRSF5	-0.093435843	-0.093435843
SRSF6	-0.110009477	-0.110009477
SRSF7	-0.155236116	-0.155236116
SRSF9	-0.134263255	-0.134263255
SRXN1	0.408252316	0.408252316
SS18	-0.079707362	-0.079707362
SS18L1	0.025323772	0.025323772
SS18L2	-0.235709719	-0.235709719
SSB	-0.066751233	-0.066751233
SSBP1	-0.012207244	-0.012207244
SSBP2	0.078231046	0.078231046
SSBP3	0.002532839	0.002532839
SSBP4	-0.315680787	-0.315680787
SSC4D	0.34699367	0.34699367
SSC5D	0.3854752	0.3854752
SSH1	-0.082931749	-0.082931749
SSH2	-0.354843875	-0.354843875
SSH3	0.480373282	0.480373282
SSMEM1	0.111996868	0.111996868
SSNA1	-0.119890264	-0.119890264
SSPN	-0.007891916	-0.007891916
SSPOP	0.139004664	0.139004664
SSR1	-0.248879163	-0.248879163
SSR2	-0.155443982	-0.155443982
SSR3	-0.230237594	-0.230237594
SSR4	0.069086756	0.069086756
SSRP1	-0.349593748	-0.349593748
SSTR2	0.00094262	0.00094262
SSTR3	-0.076911922	-0.076911922
SSTR4	0.009252609	0.009252609
SSUH2	0.302221089	0.302221089
SSU72	0.038677473	0.038677473
SSX2IP	-0.164658303	-0.164658303
ST13	-0.176241768	-0.176241768
ST14	0.290383992	0.290383992
ST18	0.528515109	0.528515109
ST3GAL1	0.175451368	0.175451368
ST3GAL2	-0.100312915	-0.100312915
ST3GAL3	-0.003566751	-0.003566751
ST3GAL4	-0.065526573	-0.065526573
ST3GAL5	-0.11542123	-0.11542123
ST3GAL6	0.005485808	0.005485808
ST6GAL1	-0.1558089	-0.1558089
ST6GAL2	-0.03979781	-0.03979781
ST6GALNAC1	-0.015241247	-0.015241247
ST6GALNAC2	0.107268463	0.107268463
ST6GALNAC3	-0.440032605	-0.440032605
ST6GALNAC4	0.136692325	0.136692325
ST6GALNAC5	0.018808539	0.018808539
ST6GALNAC6	0.041620936	0.041620936
ST7	-0.270974541	-0.270974541
ST7L	-0.372602317	-0.372602317
ST8SIA1	0.126563007	0.126563007
ST8SIA2	-0.045059747	-0.045059747
ST8SIA3	0.02128817	0.02128817
ST8SIA4	0.740608077	0.740608077
ST8SIA5	-0.130319472	-0.130319472
ST8SIA6	0.131174623	0.131174623
STAB1	0.64962047	0.64962047
STAB2	-0.234845778	-0.234845778
STAC	0.103116068	0.103116068
STAC2	0.469461163	0.469461163
STAC3	-0.191436557	-0.191436557
STAG1	-0.31187234	-0.31187234
STAG2	-0.171836698	-0.171836698
STAG3	-0.035793015	-0.035793015
STAM	0.103184511	0.103184511
STAM2	-0.064337668	-0.064337668
STAMBP	0.147069302	0.147069302
STAMBPL1	1.161366979	1.161366979
STAP1	0.800770165	0.800770165
STAP2	0.249013561	0.249013561
STAR	0.048481194	0.048481194
STARD10	0.265628884	0.265628884
STARD13	-0.512501873	-0.512501873
STARD3	0.01258626	0.01258626
STARD3NL	0.247825566	0.247825566
STARD4	-0.448403031	-0.448403031
STARD5	0.080269455	0.080269455
STARD6	-0.380387202	-0.380387202
STARD7	-0.137607217	-0.137607217
STARD8	0.137455209	0.137455209
STARD9	0.177316278	0.177316278
STAT1	1.123132491	1.123132491
STAT2	0.71104873	0.71104873
STAT3	0.08937623	0.08937623
STAT4	0.513041834	0.513041834
STAT5A	0.056006858	0.056006858
STAT5B	0.091044405	0.091044405
STAT6	0.044283024	0.044283024
STAU1	-0.077716452	-0.077716452
STAU2	-0.235306359	-0.235306359
STBD1	0.54476703	0.54476703
STC1	0.13185775	0.13185775
STC2	0.02950852	0.02950852
STEAP1	-0.066881141	-0.066881141
STEAP2	0.382559982	0.382559982
STEAP3	0.174881052	0.174881052
STEAP4	1.205321931	1.205321931
STEEP1	0.015897228	0.015897228
STIL	-0.577813088	-0.577813088
STIM1	-0.213931758	-0.213931758
STIM2	0.031980437	0.031980437
STIMATE	-0.243978672	-0.243978672
STING1	0.325481639	0.325481639
STIP1	-0.296955133	-0.296955133
STK10	-0.185240521	-0.185240521
STK11	-0.160865047	-0.160865047
STK11IP	-0.181700281	-0.181700281
STK16	-0.07330166	-0.07330166
STK17B	0.377064815	0.377064815
STK19	-0.251932663	-0.251932663
STK24	-0.094880932	-0.094880932
STK25	-0.021437049	-0.021437049
STK26	0.535169683	0.535169683
STK3	0.047721561	0.047721561
STK32A	-0.057855282	-0.057855282
STK32B	0.011109137	0.011109137
STK32C	0.786817398	0.786817398
STK33	0.025204233	0.025204233
STK35	-0.296463474	-0.296463474
STK36	-0.002856139	-0.002856139
STK38	-0.077025524	-0.077025524
STK38L	0.058438699	0.058438699
STK39	-0.067529703	-0.067529703
STK4	0.005046592	0.005046592
STK40	0.06698384	0.06698384
STKLD1	0.052761986	0.052761986
STMN1	-0.204092731	-0.204092731
STMN2	-0.036020334	-0.036020334
STMN3	-0.025093279	-0.025093279
STMN4	0.163734884	0.163734884
STMP1	-0.046750458	-0.046750458
STN1	-0.143199074	-0.143199074
STOM	0.500468887	0.500468887
STOML1	0.15891147	0.15891147
STOML2	-0.041044854	-0.041044854
STOML3	0.103935185	0.103935185
STON1	-0.338200338	-0.338200338
STON2	-0.064354554	-0.064354554
STOX1	0.164136265	0.164136265
STOX2	-0.357237639	-0.357237639
STPG1	-0.022481745	-0.022481745
STPG2	0.017597332	0.017597332
STPG3	0.004034276	0.004034276
STRA6	-0.07238873	-0.07238873
STRA6LP	0.669690958	0.669690958
STRADA	0.019821025	0.019821025
STRADB	0.183141437	0.183141437
STRAP	-0.159349086	-0.159349086
STRBP	-0.197360342	-0.197360342
STRC	-0.014664443	-0.014664443
STRIP1	-0.258340081	-0.258340081
STRIP2	-0.087939723	-0.087939723
STRN	-0.090508497	-0.090508497
STRN3	0.009561527	0.009561527
STRN4	-0.131075533	-0.131075533
STT3A	-0.425991448	-0.425991448
STT3B	-0.144844306	-0.144844306
STUB1	0.003285172	0.003285172
STUM	-0.006268101	-0.006268101
STX11	0.461071236	0.461071236
STX12	0.060808025	0.060808025
STX16	0.221703218	0.221703218
STX17	-0.206318909	-0.206318909
STX18	0.140568217	0.140568217
STX19	-0.052177206	-0.052177206
STX1A	-0.053137479	-0.053137479
STX1B	0.157121074	0.157121074
STX2	0.231996257	0.231996257
STX3	0.399014559	0.399014559
STX4	0.198763537	0.198763537
STX5	-0.106776285	-0.106776285
STX6	-0.205909241	-0.205909241
STX7	0.149762258	0.149762258
STX8	0.210090711	0.210090711
STXBP1	0.347464387	0.347464387
STXBP2	0.20042635	0.20042635
STXBP3	0.22512181	0.22512181
STXBP4	-0.307755071	-0.307755071
STXBP5	0.006871662	0.006871662
STXBP5L	0.098968118	0.098968118
STXBP6	0.658104096	0.658104096
STYK1	0.886260229	0.886260229
STYX	0.032346808	0.032346808
STYXL1	0.153832837	0.153832837
SUB1	-0.242693959	-0.242693959
SUCLA2	0.02412054	0.02412054
SUCLG1	-0.02222156	-0.02222156
SUCLG2	-0.074959249	-0.074959249
SUCNR1	0.339552243	0.339552243
SUCO	-0.278800329	-0.278800329
SUDS3	-0.062005784	-0.062005784
SUFU	-0.211103214	-0.211103214
SUGCT	0.33919546	0.33919546
SUGP1	-0.13750334	-0.13750334
SUGP2	-0.076850712	-0.076850712
SUGT1	0.018606597	0.018606597
SULF1	0.969493555	0.969493555
SULF2	-0.56067127	-0.56067127
SULT1A1	0.514354795	0.514354795
SULT1D1P	-0.009430588	-0.009430588
SULT2B1	0.259867636	0.259867636
SULT4A1	-0.003320159	-0.003320159
SULT6B1	0.183876056	0.183876056
SULT6B2P	-0.010225114	-0.010225114
SUMF1	0.070371547	0.070371547
SUMF2	-0.25682335	-0.25682335
SUMO1	-0.005215508	-0.005215508
SUMO2	0.034032755	0.034032755
SUMO3	-0.162703967	-0.162703967
SUN1	-0.097015621	-0.097015621
SUN2	-0.126484973	-0.126484973
SUN3	0.054798835	0.054798835
SUOX	0.231054359	0.231054359
SUPT16H	-0.235725887	-0.235725887
SUPT20H	-0.155562415	-0.155562415
SUPT3H	0.085308833	0.085308833
SUPT4H1	0.012330579	0.012330579
SUPT5H	-0.295490946	-0.295490946
SUPT6H	-0.249020724	-0.249020724
SUPT7L	-0.147537646	-0.147537646
SUPV3L1	-0.238428216	-0.238428216
SURF1	0.169016438	0.169016438
SURF2	-0.091655822	-0.091655822
SURF4	-0.088978073	-0.088978073
SURF6	-0.202366857	-0.202366857
SUSD1	-0.311119227	-0.311119227
SUSD2	0.372811742	0.372811742
SUSD3	0.69278916	0.69278916
SUSD4	-0.00982806	-0.00982806
SUSD5	0.084942662	0.084942662
SUSD6	0.081158177	0.081158177
SUV39H1	-0.227782998	-0.227782998
SUV39H2	-0.119382	-0.119382
SUZ12	-0.138514302	-0.138514302
SV2A	0.144572801	0.144572801
SV2B	0.113951878	0.113951878
SV2C	-0.204964176	-0.204964176
SVBP	-0.090913099	-0.090913099
SVEP1	0.527871393	0.527871393
SVIL	-0.1675025	-0.1675025
SVIP	0.038114262	0.038114262
SVOP	-0.036494518	-0.036494518
SVOPL	0.131329209	0.131329209
SWAP70	-0.034768334	-0.034768334
SWI5	-0.033920325	-0.033920325
SWSAP1	-0.217968087	-0.217968087
SWT1	-0.165476019	-0.165476019
SYAP1	0.205419108	0.205419108
SYBU	0.123620093	0.123620093
SYCE1L	0.068751762	0.068751762
SYCE2	0.519463782	0.519463782
SYCP1	-0.00710739	-0.00710739
SYCP2	0.003908795	0.003908795
SYCP3	-0.061013235	-0.061013235
SYDE1	-0.15857255	-0.15857255
SYDE2	-0.287646245	-0.287646245
SYF2	0.043446454	0.043446454
SYK	0.698142423	0.698142423
SYMPK	-0.175883138	-0.175883138
SYN1	0.256852197	0.256852197
SYN2	-0.26993819	-0.26993819
SYN3	0.139262898	0.139262898
ERVFRD-1	0.001269691	0.001269691
SYNC	-0.044044431	-0.044044431
SYNCRIP	-0.311068869	-0.311068869
SYNDIG1	-0.031304677	-0.031304677
SYNDIG1L	-0.025234226	-0.025234226
SYNE1	-0.256067379	-0.256067379
SYNE2	-0.117929715	-0.117929715
SYNE3	0.191862207	0.191862207
SYNE4	-0.563030467	-0.563030467
SYNGAP1	-0.178595228	-0.178595228
SYNGR1	0.047122005	0.047122005
SYNGR2	-0.03410824	-0.03410824
SYNGR3	-0.053756312	-0.053756312
SYNGR4	0.144750491	0.144750491
SYNJ1	0.014309245	0.014309245
SYNJ2	0.08067947	0.08067947
SYNM	-0.10771217	-0.10771217
SYNPO	-0.309446864	-0.309446864
SYNPO2	0.352679602	0.352679602
SYNPO2L	-0.265039519	-0.265039519
SYNPR	-0.114661072	-0.114661072
SYNRG	-0.041167255	-0.041167255
SYP	0.142933303	0.142933303
SYPL1	0.069405568	0.069405568
SYPL2	0.166573104	0.166573104
SYS1	-0.079618875	-0.079618875
SYT1	-0.024630375	-0.024630375
SYT11	0.002401058	0.002401058
SYT12	0.040969705	0.040969705
SYT13	-0.042002453	-0.042002453
SYT14	0.029848357	0.029848357
SYT15	0.166630194	0.166630194
SYT16	-0.021322169	-0.021322169
SYT17	0.055120282	0.055120282
SYT2	0.063354207	0.063354207
SYT3	0.043220596	0.043220596
SYT4	0.060577584	0.060577584
SYT5	-0.182176737	-0.182176737
SYT6	0.010508033	0.010508033
SYT7	-0.067470518	-0.067470518
SYT8	0.011952295	0.011952295
SYT9	-0.009546516	-0.009546516
SYTL1	0.409682806	0.409682806
SYTL2	-0.000804518	-0.000804518
SYTL3	0.089092662	0.089092662
SYTL4	0.130787233	0.130787233
SYTL5	-0.011731555	-0.011731555
SYVN1	-0.29771022	-0.29771022
SZRD1	-0.145410718	-0.145410718
SZT2	-0.237339462	-0.237339462
TBXT	0.014664443	0.014664443
TAB1	-0.058500425	-0.058500425
TAB2	-0.047747455	-0.047747455
TAB3	-0.303789845	-0.303789845
TAC3	0.074318569	0.074318569
TAC4	-0.090994728	-0.090994728
TACC1	-0.378190712	-0.378190712
TACC2	-0.20942904	-0.20942904
TACC3	-0.202157684	-0.202157684
TACO1	0.015847063	0.015847063
TACR1	-0.080934659	-0.080934659
TACR2	-0.150304587	-0.150304587
TACSTD2	-0.367821137	-0.367821137
TADA1	-0.026914143	-0.026914143
TADA2A	-0.314727379	-0.314727379
TADA2B	-0.089554115	-0.089554115
TADA3	-0.076692549	-0.076692549
TAF1	-0.192828614	-0.192828614
TAF10	0.066394015	0.066394015
TAF11	-0.177533564	-0.177533564
TAF12	0.268944351	0.268944351
TAF13	0.078086946	0.078086946
TAF15	-0.477440917	-0.477440917
TAF1A	-0.12946376	-0.12946376
TAF1B	-0.007226796	-0.007226796
TAF1C	-0.032362808	-0.032362808
TAF1D	-0.25865212	-0.25865212
TAF2	-0.146974725	-0.146974725
TAF3	-0.33502654	-0.33502654
TAF4	-0.107126751	-0.107126751
TAF4B	-0.106393541	-0.106393541
TAF5	-0.149427044	-0.149427044
TAF5L	-0.178960042	-0.178960042
TAF6	-0.194938128	-0.194938128
TAF6L	-0.358743344	-0.358743344
TAF7	-0.053543867	-0.053543867
TAF8	-0.308205184	-0.308205184
TAF9	-0.192586106	-0.192586106
TAF9B	0.145748568	0.145748568
TAFA1	0.025885779	0.025885779
TAFA2	0.410653309	0.410653309
TAFA3	0.022800098	0.022800098
TAFA5	-0.017387609	-0.017387609
TAFAZZIN	0.142352582	0.142352582
TAGAP	-0.101090705	-0.101090705
TAGLN	-0.320905078	-0.320905078
TAGLN2	0.772751813	0.772751813
TAGLN3	0.368960095	0.368960095
TAL1	-0.340731669	-0.340731669
TAL2	-0.0367909	-0.0367909
TALDO1	-0.08816338	-0.08816338
TAMALIN	-0.549287455	-0.549287455
TAMM41	-0.176968414	-0.176968414
TANC1	-0.04054723	-0.04054723
TANC2	0.190107925	0.190107925
TANGO2	0.005627654	0.005627654
TANGO6	-0.217300911	-0.217300911
TANK	0.15150096	0.15150096
TAOK1	-0.094830518	-0.094830518
TAOK2	-0.018947425	-0.018947425
TAOK3	0.043176841	0.043176841
TAP1	0.925737977	0.925737977
TAP2	0.887653905	0.887653905
TAPBP	0.773688357	0.773688357
TAPBPL	0.787283241	0.787283241
TAPT1	-0.06654466	-0.06654466
TARBP1	-0.391915342	-0.391915342
TARBP2	-0.123256285	-0.123256285
TARDBP	-0.0581918	-0.0581918
TARM1	0.978149375	0.978149375
TARS1	-0.130978591	-0.130978591
TARS2	-0.286265077	-0.286265077
TARS3	-0.07790226	-0.07790226
TAS1R1	-0.028685072	-0.028685072
TAS1R3	-0.056488426	-0.056488426
TAS2R4	-0.107309365	-0.107309365
TAS2R41	0.023629228	0.023629228
TAS2R60	-0.015901038	-0.015901038
TAS2R3	-0.025093279	-0.025093279
TAS2R38	0.095691843	0.095691843
TASL	0.488638418	0.488638418
TASOR	0.344853311	0.344853311
TASOR2	-0.037074368	-0.037074368
TASP1	-0.137672227	-0.137672227
TATDN1	-0.033809511	-0.033809511
TATDN2	-0.250667914	-0.250667914
TATDN3	0.083856264	0.083856264
TAX1BP1	0.020367905	0.020367905
TAX1BP3	0.053267254	0.053267254
TBC1D1	0.047686272	0.047686272
TBC1D10A	-0.172075318	-0.172075318
TBC1D10B	0.097536868	0.097536868
TBC1D10C	1.090876367	1.090876367
TBC1D12	0.019296744	0.019296744
TBC1D13	-0.043557971	-0.043557971
TBC1D14	-0.024426622	-0.024426622
TBC1D15	-0.183748818	-0.183748818
TBC1D16	-0.035591456	-0.035591456
TBC1D17	0.128980521	0.128980521
TBC1D19	-0.214864032	-0.214864032
TBC1D2	0.501839653	0.501839653
TBC1D20	0.072662513	0.072662513
TBC1D22A	0.063113332	0.063113332
TBC1D22B	-0.160384487	-0.160384487
TBC1D23	-0.06084959	-0.06084959
TBC1D24	-0.284804367	-0.284804367
TBC1D25	0.01020977	0.01020977
TBC1D2B	0.206918262	0.206918262
TBC1D30	-0.11665266	-0.11665266
TBC1D31	-0.342471465	-0.342471465
TBC1D32	0.012064549	0.012064549
TBC1D4	-0.100456592	-0.100456592
TBC1D5	0.010798623	0.010798623
TBC1D7	0.039158048	0.039158048
TBC1D8	0.026096453	0.026096453
TBC1D8B	0.075916903	0.075916903
TBC1D9	0.742015087	0.742015087
TBC1D9B	-0.050960116	-0.050960116
TBCA	0.019148434	0.019148434
TBCB	-0.062320861	-0.062320861
TBCC	-0.215142773	-0.215142773
TBCCD1	-0.214123665	-0.214123665
TBCD	0.027945892	0.027945892
TBCE	0.087107686	0.087107686
TBCEL	-0.076189287	-0.076189287
TBCK	0.038414576	0.038414576
TBK1	0.142425776	0.142425776
TBKBP1	-0.343034047	-0.343034047
TBL1X	-0.17869907	-0.17869907
TBL1XR1	0.024392141	0.024392141
TBL2	-0.36772073	-0.36772073
TBL3	-0.358118456	-0.358118456
TBP	-0.014887327	-0.014887327
TBPL1	0.051283761	0.051283761
TBR1	0.063773924	0.063773924
TBRG1	-0.144951673	-0.144951673
TBRG4	-0.303379352	-0.303379352
TBX1	-0.047142239	-0.047142239
TBX10	-0.0412605	-0.0412605
TBX15	0.282435971	0.282435971
TBX18	0.486904839	0.486904839
TBX19	0.126698803	0.126698803
TBX2	-0.162453145	-0.162453145
TBX20	0.251160883	0.251160883
TBX21	0.676984025	0.676984025
TBX3	0.05483023	0.05483023
TBX4	-0.095462868	-0.095462868
TBX5	0.007142288	0.007142288
TBX6	-0.040253511	-0.040253511
TBXA2R	0.24208151	0.24208151
TBXAS1	1.212374372	1.212374372
TC2N	-0.103779988	-0.103779988
TCAF1	-0.080090511	-0.080090511
TCAF2	0.237930447	0.237930447
TCAIM	-0.051907238	-0.051907238
TCAM1P	0.196359872	0.196359872
TCAP	-0.039966033	-0.039966033
TCEA1	-0.037361886	-0.037361886
TCEA2	-0.05251962	-0.05251962
TCEA3	0.47976397	0.47976397
TCEAL1	0.143964712	0.143964712
TCEAL3	0.163870933	0.163870933
TCEAL5	0.125744915	0.125744915
TCEAL7	-0.32496637	-0.32496637
TCEAL8	0.186226782	0.186226782
TCEAL9	-0.003340144	-0.003340144
TCEANC	-0.191781585	-0.191781585
TCEANC2	-0.231635395	-0.231635395
TCERG1	-0.206727938	-0.206727938
TCERG1L	-0.03979781	-0.03979781
TCF12	-0.11281907	-0.11281907
TCF15	0.092859069	0.092859069
TCF19	-0.216986579	-0.216986579
TCF20	-0.238833136	-0.238833136
TCF23	0.015243592	0.015243592
TCF24	0.170377577	0.170377577
TCF25	-0.1060645	-0.1060645
TCF3	-0.359917282	-0.359917282
TCF4	-0.070516178	-0.070516178
TCF7	-0.265408091	-0.265408091
TCF7L1	-0.483220009	-0.483220009
TCF7L2	0.00990066	0.00990066
TCFL5	0.277481337	0.277481337
TCHH	-0.991402661	-0.991402661
TCHHL1	-0.312606525	-0.312606525
TCHP	-0.13466098	-0.13466098
TCIM	-0.013818026	-0.013818026
TCIRG1	0.004431584	0.004431584
TCN2	0.220362008	0.220362008
TCOF1	-0.492826624	-0.492826624
TCP1	-0.223338502	-0.223338502
TCP10L	-0.146447369	-0.146447369
TCP11	0.496661221	0.496661221
TCP11L1	-0.321405748	-0.321405748
TCP11L2	0.472081421	0.472081421
TCP11X2	0.273125718	0.273125718
TCTA	0.173336755	0.173336755
TCTN1	0.090902463	0.090902463
TCTN2	0.063137763	0.063137763
TCTN3	-0.066676802	-0.066676802
TDG	-0.30027334	-0.30027334
TDGF1	0.014473308	0.014473308
TDH	0.234820197	0.234820197
TDO2	0.184906548	0.184906548
TDP1	-0.169849924	-0.169849924
TDP2	0.079744455	0.079744455
TDRD1	-0.01197316	-0.01197316
TDRD12	0.072764205	0.072764205
TDRD3	-0.142551064	-0.142551064
TDRD5	0.019094712	0.019094712
TDRD6	-0.178406951	-0.178406951
TDRD7	0.064625383	0.064625383
TDRD9	0.138520287	0.138520287
TDRKH	-0.266278056	-0.266278056
TDRP	-0.054882728	-0.054882728
TEAD1	-0.240338826	-0.240338826
TEAD2	-0.519785803	-0.519785803
TEAD3	0.000652197	0.000652197
TEAD4	-0.446137521	-0.446137521
TEC	0.504469225	0.504469225
TECPR1	-0.37882486	-0.37882486
TECPR2	-0.111390262	-0.111390262
TECR	-0.112528425	-0.112528425
TECRL	-0.050879249	-0.050879249
TECTA	-0.0347369	-0.0347369
TEDC1	-0.43027221	-0.43027221
TEDC2	-0.356905204	-0.356905204
TEDDM1	-0.009430588	-0.009430588
TEDDM2P	0.0363848	0.0363848
TEF	-0.271809506	-0.271809506
TEFM	-0.050133124	-0.050133124
TEK	0.287824426	0.287824426
TEKT1	-0.10662974	-0.10662974
TEKT2	0.493644129	0.493644129
TEKT5	0.017255512	0.017255512
TEKTIP1	0.080897451	0.080897451
TELO2	-0.657604321	-0.657604321
TEN1	-0.082540261	-0.082540261
TENM1	-0.002392549	-0.002392549
TENM2	0.289220312	0.289220312
TENM3	-0.147870731	-0.147870731
TENM4	-0.766058234	-0.766058234
TENT2	0.196338104	0.196338104
TENT4A	-0.14901857	-0.14901857
TENT4B	-0.262783898	-0.262783898
TENT5A	0.83497809	0.83497809
TENT5B	-0.2865437	-0.2865437
TENT5C	0.644487804	0.644487804
TENT5D	-0.050636252	-0.050636252
TEP1	0.194279735	0.194279735
TEPP	-0.114942832	-0.114942832
TEPSIN	-0.07576015	-0.07576015
TERB1	-0.011432278	-0.011432278
TERF1	0.04728771	0.04728771
TERF2	0.050544545	0.050544545
TERF2IP	0.064795602	0.064795602
TERT	-0.351485513	-0.351485513
TES	0.046893905	0.046893905
TESC	-0.057058737	-0.057058737
TESK1	0.108753624	0.108753624
TESK2	0.004175876	0.004175876
TESMIN	0.086970234	0.086970234
TESPA1	0.31268811	0.31268811
TET1	-0.544029642	-0.544029642
TET2	-0.190321782	-0.190321782
TET3	-0.328217048	-0.328217048
TEX10	-0.100502628	-0.100502628
TEX11	-0.022864555	-0.022864555
TEX12	0.048695941	0.048695941
TEX13B	0.025079609	0.025079609
TEX13D	0.0074551	0.0074551
TEX14	-0.014281063	-0.014281063
TEX15	-0.046891808	-0.046891808
TEX19	-0.015271567	-0.015271567
TEX2	-0.134174045	-0.134174045
TEX21P	-0.02309761	-0.02309761
TEX22	-0.144082204	-0.144082204
TEX26	-0.130296558	-0.130296558
TEX261	-0.18163891	-0.18163891
TEX264	-0.06769527	-0.06769527
TEX30	-0.270230072	-0.270230072
TEX35	-0.013018029	-0.013018029
TEX36	-0.031505637	-0.031505637
TEX38	0.300838764	0.300838764
TEX45	0.0288161	0.0288161
TEX46	0.071720287	0.071720287
TEX50	-0.029387129	-0.029387129
TEX52	0.07276	0.07276
TEX54	-0.179873404	-0.179873404
TEX9	0.096202548	0.096202548
TFAM	-0.023357071	-0.023357071
TFAP2A	0.013223741	0.013223741
TFAP2B	0.009200575	0.009200575
TFAP2C	0.287222386	0.287222386
TFAP2E	0.129206058	0.129206058
TFAP4	-0.676595166	-0.676595166
TFB1M	0.033208231	0.033208231
TFB2M	0.004861839	0.004861839
TFCP2	-0.219505091	-0.219505091
TFCP2L1	-0.015242101	-0.015242101
TFDP1	-0.260558721	-0.260558721
TFDP2	-0.084283994	-0.084283994
TFE3	0.175642516	0.175642516
TFEB	-0.030965852	-0.030965852
TFEC	0.78369408	0.78369408
TFF1	0.191464784	0.191464784
TFG	0.001592111	0.001592111
TFIP11	-0.220321788	-0.220321788
TFPI	-0.100028191	-0.100028191
TFPI2	0.299729839	0.299729839
TFPT	-0.279102162	-0.279102162
TFR2	0.201274793	0.201274793
TFRC	-0.239322294	-0.239322294
TG	-0.418793787	-0.418793787
TGDS	0.126357382	0.126357382
TGFA	-0.497858261	-0.497858261
TGFB1	0.325260257	0.325260257
TGFB1I1	0.64227313	0.64227313
TGFB2	-0.099895254	-0.099895254
TGFB3	-0.127620025	-0.127620025
TGFBI	0.845214643	0.845214643
TGFBR1	-0.191671059	-0.191671059
TGFBR2	0.335303631	0.335303631
TGFBR3	0.560482174	0.560482174
TGFBR3L	-0.289479416	-0.289479416
TGFBRAP1	-0.160425924	-0.160425924
TGIF1	0.584360467	0.584360467
TGIF2	-0.250113321	-0.250113321
TGM1	0.297617169	0.297617169
TGM2	0.740818599	0.740818599
TGM3	0.010923958	0.010923958
TGM4	-0.116096654	-0.116096654
TGM5	-0.018327275	-0.018327275
TGM6	0.176160694	0.176160694
TGM7	0.050615932	0.050615932
TGOLN2	0.004047538	0.004047538
TGS1	0.053694298	0.053694298
TH	0.022312132	0.022312132
THA1P	-0.293408069	-0.293408069
THADA	-0.302513055	-0.302513055
THAP1	-0.0810128	-0.0810128
THAP11	-0.225858814	-0.225858814
THAP12	-0.114868298	-0.114868298
THAP2	0.206304809	0.206304809
THAP3	-0.253358547	-0.253358547
THAP4	0.02949318	0.02949318
THAP7	0.050528197	0.050528197
THBD	0.720048242	0.720048242
THBS1	0.238229827	0.238229827
THBS2	0.879322819	0.879322819
THBS3	0.047835599	0.047835599
THBS4	-0.090884256	-0.090884256
THEGL	-0.047214608	-0.047214608
THEM4	0.077238329	0.077238329
THEM5	0.181443291	0.181443291
THEM6	0.249012691	0.249012691
THEMIS	0.553389914	0.553389914
THEMIS2	1.621976397	1.621976397
THEMIS3P	-0.007854423	-0.007854423
THG1L	-0.105322182	-0.105322182
THNSL1	-0.146270296	-0.146270296
THNSL2	0.400654473	0.400654473
THOC1	-0.069223492	-0.069223492
THOC2	-0.035832835	-0.035832835
THOC3	-0.182114682	-0.182114682
THOC5	-0.067117741	-0.067117741
THOC6	-0.227162165	-0.227162165
THOC7	0.072487224	0.072487224
THOP1	-0.375364603	-0.375364603
THPO	0.097933065	0.097933065
THRA	0.11712511	0.11712511
THRAP3	-0.333381211	-0.333381211
THRB	-0.055484827	-0.055484827
THRSP	0.271313818	0.271313818
THSD1	0.092209687	0.092209687
THSD4	0.089281708	0.089281708
THSD7A	-0.011758638	-0.011758638
THSD7B	-0.016268466	-0.016268466
THTPA	-0.134864941	-0.134864941
THUMPD1	-0.25464702	-0.25464702
THUMPD2	0.05343846	0.05343846
THUMPD3	-0.085395597	-0.085395597
THY1	0.861438267	0.861438267
THYN1	-0.119548258	-0.119548258
TIA1	-0.154757498	-0.154757498
TIAL1	-0.082407305	-0.082407305
TIAM1	-0.226777535	-0.226777535
TIAM2	0.078529906	0.078529906
TICAM1	0.107553621	0.107553621
TICAM2	0.742206473	0.742206473
TICRR	-0.430087366	-0.430087366
TIE1	-0.029893675	-0.029893675
TIFA	0.52978342	0.52978342
TIFAB	0.921111699	0.921111699
